platform,totalShows,movies,series,subscribers_mil,revenue_bil,genre,genre_count,market_share_pct,yearly_growth_count,originalContent_pct,userRating,criticalAcclaim_pct,globalReach_pct,contentDiversity_pct,dailyActiveUsers_mil,avgWatchTime_hrs,retention_pct,satisfaction_rating,ageGroup,ageGroup_pct,country,country_rating,country_subscribers,avgBudget_mil,originalBudget_mil,totalSpend_bil,month,monthly_releases,avgWatchTimeByGenre_mins
Amazon Prime,10753,11320,4558,139,21.41,Comedy,101,59.42,17001,62.66,6.74,54,75,68,76,3.4,78,4.19,35-44,9,Germany,7.52,69011257,10.43,25.9,9.99,Dec,53,26
Amazon Prime,16824,14855,2866,153,17.54,Animation,1578,36.75,4072,93.01,8.07,70,86,77,98,4.47,87,3.52,35-44,12,France,8.94,47405159,10.74,23.28,11.69,Oct,16,27
Amazon Prime,11864,831,1771,44,5.49,Action,1907,39.69,7112,62.37,6.93,72,83,80,89,1.68,87,3.14,35-44,35,United States,8.1,67627079,12.39,23.87,16.29,Mar,34,61
Disney+,14542,9247,553,171,16.81,Romance,604,11.13,4624,69.43,7.88,89,77,62,70,2.03,90,4.33,35-44,7,United States,8.77,33668417,18.58,18.14,19.58,Nov,47,60
Netflix,4876,9155,2111,226,15.36,Horror,1884,34.09,8779,79.48,8.2,79,94,91,92,1.14,91,3.87,18-24,19,Australia,8.8,29553240,19.9,22.34,13.49,Apr,50,48
Netflix,4318,14670,2134,224,11.51,Comedy,1678,26.21,9255,71.71,6.2,53,70,75,100,1.64,70,3.21,45-54,9,South Korea,8.37,60302112,15.87,12.29,5.98,Feb,35,37
Amazon Prime,10678,12213,3109,152,8.8,Horror,1696,28.57,5158,70.87,6.35,79,83,99,93,4.36,77,3.28,18-24,29,Japan,8.45,25171848,18.3,14.21,17.35,Jun,35,73
Amazon Prime,3280,11783,4791,153,12.26,Animation,611,28.7,10765,83.15,8.89,62,84,82,51,2.27,75,4.85,45-54,17,United States,7.74,9068339,14.01,22.35,7.3,Sep,31,41
Netflix,4745,2419,4153,114,12.48,Romance,1822,41.51,9008,83.2,7.63,69,86,79,72,3.6,74,3.97,45-54,24,Brazil,7.4,54196025,16.0,16.12,8.86,Feb,11,36
Disney+,11575,13942,225,75,4.25,Drama,1346,14.05,14168,92.08,6.15,60,72,84,65,2.68,73,3.09,25-34,21,India,8.46,53116917,14.98,25.64,16.3,Dec,29,35
Netflix,3100,7280,4137,77,12.76,Documentary,1491,12.55,557,74.56,7.53,88,73,64,67,2.09,98,4.47,18-24,34,Germany,8.91,45126096,14.84,11.2,5.54,Jun,51,40
Netflix,12834,13257,1382,136,34.66,Drama,172,50.66,12575,72.32,6.89,54,97,86,86,3.25,75,3.25,35-44,17,United States,7.35,60884448,11.86,27.22,8.59,Feb,52,29
Amazon Prime,6397,4366,4228,28,8.33,Horror,1849,54.07,14388,91.39,7.02,64,94,74,90,2.51,86,4.76,45-54,7,Canada,7.5,9828572,5.16,22.39,9.33,May,8,75
Amazon Prime,16151,1764,1409,30,25.69,Horror,999,7.35,8208,68.79,6.08,63,83,62,71,3.23,72,4.76,35-44,17,Japan,8.32,68346126,14.81,19.16,6.85,Sep,45,66
Amazon Prime,4733,10139,1931,175,8.53,Animation,305,8.96,10766,84.68,6.13,67,81,70,71,1.96,91,3.13,18-24,14,Canada,7.01,26900334,14.23,23.73,19.8,Oct,50,54
Netflix,2046,10474,4298,44,15.74,Action,600,30.73,8085,68.63,6.69,90,91,72,54,2.26,76,4.6,35-44,6,Japan,8.11,13488842,16.58,28.49,6.64,Apr,19,71
Disney+,10073,11477,791,122,24.88,Documentary,1836,33.56,11159,85.45,8.85,81,75,63,96,3.28,94,4.12,35-44,27,Germany,7.44,32602763,6.4,26.88,18.53,Jul,10,46
Disney+,11187,9873,1544,56,10.25,Documentary,1276,6.04,15340,81.55,7.42,66,97,88,64,1.77,78,4.01,18-24,16,Japan,8.82,34165289,13.67,12.55,5.27,Sep,44,36
Amazon Prime,1990,6487,1256,128,7.54,Animation,832,25.85,9443,70.47,9.28,78,72,68,93,1.71,96,4.7,35-44,9,United Kingdom,7.8,61326564,18.53,11.88,10.82,Mar,7,47
Netflix,9683,10248,3434,125,23.41,Animation,1872,20.39,8732,77.2,7.71,73,81,64,69,3.97,82,4.05,18-24,24,Japan,7.79,7716519,12.89,11.43,15.35,Nov,19,28
Amazon Prime,12687,2667,2055,111,1.15,Drama,1543,42.26,5878,81.55,6.22,76,97,70,52,2.73,100,3.94,55+,31,Australia,7.36,57580551,14.89,28.55,16.77,Aug,31,69
Disney+,1984,9959,3985,9,30.81,Action,1876,56.68,10100,61.57,8.66,64,88,88,54,3.84,73,4.9,55+,13,Germany,8.17,20952226,13.7,12.4,19.83,Jan,21,26
Amazon Prime,6035,11015,2780,221,31.48,Comedy,768,18.35,11982,69.27,8.11,85,99,97,60,3.14,90,4.83,25-34,24,United States,8.76,9962838,17.55,28.11,5.52,Jan,43,44
Disney+,5224,6750,4526,190,1.34,Romance,1100,34.08,2474,80.66,7.09,56,84,91,78,1.26,98,3.91,45-54,30,France,8.0,56884723,19.87,15.92,6.65,Mar,32,27
Netflix,9238,1793,1337,78,24.38,Romance,1570,58.09,7860,90.87,7.23,52,80,77,72,3.51,84,3.16,35-44,17,France,8.41,49703752,9.79,24.13,17.38,May,52,68
Netflix,8920,12704,3237,100,4.32,Horror,1010,48.12,12853,75.67,8.63,68,97,91,72,2.84,83,4.58,18-24,27,Canada,8.0,47362430,19.47,20.97,9.04,Aug,32,60
Disney+,2972,7152,2248,8,13.01,Romance,786,52.43,16520,89.85,8.37,68,91,99,94,3.58,97,4.17,55+,13,United States,7.49,74801325,15.89,21.65,14.36,Dec,30,62
Amazon Prime,9210,12630,3318,200,33.59,Horror,1468,5.06,5633,83.23,9.12,61,82,90,78,1.41,76,3.34,18-24,24,Brazil,8.94,57634931,18.95,20.57,8.69,Nov,52,27
Amazon Prime,13253,5647,4213,79,33.76,Comedy,842,47.74,5823,69.19,9.48,78,88,64,71,3.21,100,4.8,45-54,6,South Korea,8.48,68691935,13.67,21.47,18.42,Jun,10,64
Disney+,10869,7632,302,78,8.43,Animation,637,20.54,17546,88.04,6.72,61,97,82,54,3.34,96,4.9,18-24,14,Germany,7.49,66375225,15.89,15.39,14.37,Feb,37,56
Netflix,8916,10744,2378,205,31.97,Drama,1977,57.27,15716,93.69,8.31,71,96,90,52,3.54,84,4.24,55+,18,South Korea,8.54,47264185,6.31,16.29,12.16,May,15,44
Netflix,14702,6364,1407,6,33.52,Romance,1362,49.83,14793,67.01,6.5,67,93,96,93,2.18,88,3.76,25-34,33,United States,7.67,46791263,6.97,26.18,16.71,Dec,46,29
Amazon Prime,13256,13180,452,141,28.04,Drama,1408,42.39,4428,93.27,8.88,76,98,72,61,2.75,91,4.4,55+,27,United States,8.23,62596261,8.06,21.33,10.86,May,49,64
Netflix,5517,5841,3254,175,11.81,Drama,515,29.06,9961,71.92,6.32,79,70,73,63,3.41,83,4.91,25-34,29,United States,7.7,59264722,8.83,10.79,14.32,May,36,72
Amazon Prime,1849,12930,4936,11,5.71,Action,205,35.34,4012,92.82,6.95,50,86,95,68,2.76,82,4.93,35-44,9,Canada,8.47,46960748,6.9,15.6,6.65,May,32,49
Disney+,10998,4740,3083,149,2.71,Horror,743,44.02,17966,89.67,7.81,57,87,70,53,1.99,96,4.23,25-34,15,France,8.76,44854948,9.96,23.1,9.57,Nov,50,61
Netflix,9173,4539,2587,6,31.99,Animation,537,29.71,15074,82.16,7.82,73,89,66,86,3.83,90,3.98,35-44,7,Brazil,7.87,61239068,15.98,20.89,18.28,Dec,17,27
Disney+,5035,3880,2408,81,13.35,Comedy,574,13.25,1136,68.34,7.18,63,86,77,62,1.99,77,3.27,35-44,10,Canada,7.06,43728593,10.56,15.31,15.01,Apr,41,54
Amazon Prime,10654,14159,4332,7,12.93,Documentary,1751,23.37,7496,94.6,7.55,70,84,76,98,2.69,76,3.07,18-24,29,Germany,7.75,20043862,13.02,22.61,12.85,Dec,54,50
Netflix,4826,6384,1627,18,30.58,Horror,1789,14.46,17247,62.41,8.44,70,73,60,98,2.23,96,4.33,35-44,8,India,7.26,45469418,6.22,16.19,17.34,May,27,62
Amazon Prime,15386,10023,2146,186,13.56,Action,659,46.93,7833,88.29,7.22,67,70,75,54,1.56,81,4.84,25-34,6,France,8.85,31525218,7.67,21.18,10.24,May,27,32
Amazon Prime,13136,11142,2829,68,26.39,Documentary,1613,26.98,905,64.99,9.21,85,94,92,70,1.06,99,4.05,35-44,25,United States,7.45,49251859,19.99,15.71,15.2,Oct,25,65
Amazon Prime,8227,10832,752,111,29.75,Documentary,1905,11.92,14338,75.66,9.04,51,80,64,54,1.42,84,3.66,55+,35,Germany,7.79,66326557,15.07,22.72,6.09,Aug,27,65
Netflix,8248,7705,3605,25,32.36,Horror,834,42.28,10061,84.11,6.26,65,93,99,62,4.35,88,3.03,18-24,7,Germany,7.96,45807719,9.05,10.34,8.34,Aug,29,43
Amazon Prime,8339,7500,590,85,19.85,Drama,337,11.59,8343,92.7,6.57,89,84,73,74,1.3,77,4.53,45-54,20,United States,8.56,12266759,10.06,28.62,17.51,Jan,13,67
Netflix,15430,9782,1073,220,11.76,Romance,1276,47.23,17028,81.5,8.29,67,98,78,62,1.5,92,3.84,35-44,31,India,8.71,54527242,13.21,14.95,12.02,May,32,66
Netflix,9980,12089,2597,12,2.89,Animation,331,49.84,13599,80.31,6.77,58,76,91,64,1.86,75,4.03,25-34,21,France,7.79,57874722,5.77,13.37,8.61,Oct,41,59
Amazon Prime,8522,13165,3612,74,27.07,Documentary,1795,54.15,15497,77.07,7.26,59,77,85,65,3.21,88,4.92,55+,26,United States,7.76,64247474,5.54,16.83,9.36,Apr,39,32
Amazon Prime,15467,3905,3264,83,16.82,Animation,1582,47.71,7533,61.32,6.71,79,89,66,98,1.02,91,4.35,18-24,25,United States,7.5,42518748,6.63,10.85,15.47,Sep,22,70
Amazon Prime,6072,2651,2751,198,31.3,Drama,1350,53.9,11281,65.92,9.25,71,85,66,96,3.28,97,4.21,25-34,15,France,8.66,4350722,18.53,15.65,15.05,Dec,15,61
Amazon Prime,9742,7479,3839,147,32.37,Action,139,42.89,717,70.11,9.08,51,80,99,69,1.09,95,4.47,55+,26,South Korea,8.84,6346187,10.54,13.09,16.51,Jul,31,42
Disney+,6280,13467,2229,162,25.94,Animation,1279,37.75,12937,80.29,7.23,58,87,78,87,1.91,97,4.02,18-24,30,United States,8.96,46333971,8.97,20.76,11.99,Sep,22,75
Disney+,13399,4128,1428,130,5.3,Documentary,1997,48.91,10278,84.48,6.9,75,87,64,85,4.44,71,3.5,55+,15,Brazil,7.04,22303561,5.14,19.22,9.55,Jun,11,51
Disney+,2869,1350,1226,12,1.44,Horror,931,5.24,5528,92.68,6.15,86,70,76,63,1.99,90,4.42,55+,26,Germany,8.52,60760795,17.4,15.45,7.76,Dec,31,51
Amazon Prime,7534,10002,4060,164,33.12,Documentary,1900,19.04,3972,84.08,6.33,89,70,72,99,3.9,86,3.84,35-44,32,Canada,7.81,37665151,14.96,29.36,18.91,Nov,11,65
Netflix,3949,8473,2195,44,30.83,Animation,775,57.8,2319,73.15,6.11,87,82,99,68,3.04,92,3.32,18-24,14,United Kingdom,8.41,65961463,19.11,11.41,19.9,Jul,28,32
Amazon Prime,12324,10353,3000,210,1.23,Action,1545,29.06,4498,84.07,8.32,56,81,65,50,2.65,86,3.92,25-34,34,Japan,8.11,33176749,16.67,24.98,14.01,May,48,70
Netflix,2522,5842,3431,35,11.8,Action,1314,35.08,2510,65.42,9.1,87,88,74,52,3.56,89,3.39,18-24,5,Germany,8.16,58718485,6.01,26.04,7.86,Mar,27,34
Amazon Prime,7941,4048,2435,131,28.88,Comedy,1082,53.82,2592,62.72,7.39,76,97,75,64,1.06,92,4.59,25-34,11,Germany,8.76,71775444,9.65,23.12,12.28,Oct,48,68
Disney+,4291,4892,2238,215,29.68,Horror,1326,35.81,6836,82.08,8.17,80,99,88,75,1.55,71,3.51,18-24,29,South Korea,8.55,54949327,16.03,17.49,15.32,Nov,13,25
Disney+,7233,10720,911,204,28.85,Animation,1347,25.99,2074,69.49,6.08,58,93,77,83,4.27,96,3.92,18-24,28,United States,8.84,7937917,19.28,13.63,18.04,Jul,28,63
Disney+,7077,13750,1153,201,22.19,Action,1008,51.21,11984,73.28,7.52,53,98,69,55,2.33,97,4.16,45-54,31,Germany,8.12,61341108,18.57,18.25,7.73,Jan,37,47
Amazon Prime,10619,9910,2691,33,34.33,Horror,744,59.68,3330,81.12,7.97,53,86,65,94,3.82,75,4.36,55+,32,France,8.04,6181977,17.3,27.74,17.54,Nov,45,50
Amazon Prime,5484,12160,647,122,11.57,Drama,1875,47.73,8505,94.56,6.39,69,93,89,50,1.16,83,3.21,35-44,34,United States,8.35,67821708,10.32,14.69,5.67,Jan,51,40
Amazon Prime,8436,10530,929,112,14.97,Horror,1793,59.79,2602,72.53,6.93,50,75,81,69,1.01,95,4.52,25-34,11,Canada,8.45,48385506,19.67,14.16,16.39,Sep,39,63
Amazon Prime,8265,10500,4138,149,22.69,Documentary,259,19.04,4254,77.59,7.2,81,99,64,53,1.33,72,3.96,45-54,32,India,8.68,26779662,12.9,21.62,8.39,Oct,43,49
Netflix,4421,5930,2448,152,23.49,Romance,1375,28.96,10667,60.8,7.47,77,92,64,74,3.86,85,3.17,25-34,21,France,8.63,43273107,18.31,10.14,18.42,Mar,16,27
Amazon Prime,10727,9993,4828,152,4.71,Action,894,31.31,7768,73.71,7.32,78,76,84,100,3.35,81,4.42,25-34,31,Japan,8.69,22120286,5.53,10.67,9.44,Sep,51,47
Amazon Prime,16224,10278,1560,230,24.92,Romance,1711,13.41,5654,85.47,6.3,57,82,74,52,2.24,78,3.33,45-54,13,Germany,7.46,66406993,19.49,15.28,18.6,Jun,43,26
Netflix,8309,2349,3321,7,5.28,Comedy,219,34.18,16083,67.47,9.47,59,98,61,98,4.24,73,3.67,25-34,6,Brazil,8.27,70785965,8.51,15.99,16.62,Jul,25,37
Netflix,1244,7380,3235,67,12.26,Drama,140,24.77,945,77.26,8.98,80,87,82,71,1.21,88,3.79,35-44,24,Brazil,7.11,7609801,18.02,16.04,12.7,May,19,36
Amazon Prime,9890,11567,1592,48,20.97,Animation,1960,23.95,9949,77.48,8.05,64,87,96,98,4.45,99,4.48,18-24,26,France,8.65,51759063,15.18,17.66,17.93,Oct,10,63
Disney+,12952,3518,4621,53,32.46,Horror,1939,49.42,8891,60.28,9.18,51,80,77,85,2.91,93,3.94,45-54,12,United States,7.84,13083793,10.47,20.22,10.12,May,31,61
Disney+,4353,8339,201,33,28.0,Animation,751,9.57,15522,82.85,8.87,61,78,90,77,4.04,84,4.26,18-24,28,United Kingdom,8.12,36236704,9.5,10.38,10.73,Oct,47,41
Netflix,10242,10381,1961,150,4.49,Documentary,1251,12.71,1941,87.75,6.76,89,99,62,85,2.9,98,3.05,45-54,30,Germany,7.16,60165550,17.7,29.16,12.73,Oct,33,42
Disney+,16626,3863,3814,54,9.31,Animation,1195,54.03,15677,63.1,7.64,50,93,81,95,3.2,81,3.42,18-24,17,Brazil,8.17,31606743,16.32,15.07,15.2,Aug,35,44
Amazon Prime,3128,8403,4238,46,34.32,Animation,1436,48.19,965,65.26,6.35,75,81,95,87,2.16,88,3.02,25-34,17,United Kingdom,8.53,42953098,8.67,10.08,5.82,Apr,40,74
Netflix,11574,9996,3409,187,31.36,Drama,655,7.06,16678,70.76,8.7,78,91,81,93,1.03,87,3.21,35-44,6,United States,8.3,27200448,9.34,11.87,6.61,Oct,10,59
Netflix,6728,1037,558,165,12.53,Horror,1825,31.11,14132,74.93,6.49,75,84,87,63,4.47,70,4.53,25-34,17,South Korea,8.41,33628834,17.41,20.95,9.21,Oct,25,61
Disney+,10843,12862,4396,98,29.51,Documentary,1509,11.53,2612,92.92,7.23,77,89,87,64,3.75,93,3.35,18-24,29,India,8.71,44082967,16.16,12.87,13.67,Mar,45,34
Netflix,9159,828,4541,16,33.03,Horror,1774,35.52,1301,91.16,7.54,78,72,94,76,1.16,87,3.65,45-54,14,France,7.12,36488758,16.98,21.92,6.63,Jan,49,35
Netflix,3815,10445,4406,81,23.81,Romance,1219,58.41,1991,88.27,9.29,65,89,84,95,3.28,77,3.46,18-24,24,United Kingdom,8.18,30100649,7.32,23.88,16.22,Feb,39,32
Amazon Prime,10617,13044,2144,45,32.97,Romance,982,15.29,15747,79.22,6.21,71,96,74,71,2.89,88,4.03,35-44,34,Japan,8.19,64924471,15.34,16.44,8.81,Apr,11,35
Amazon Prime,15043,5964,3855,98,18.11,Romance,515,53.67,716,62.56,6.73,52,71,69,88,4.31,91,3.52,18-24,20,Japan,8.0,25316867,11.8,29.71,15.87,Dec,25,30
Amazon Prime,2720,6442,2940,53,26.26,Action,816,48.4,14081,77.6,6.59,68,81,92,70,3.13,84,4.61,25-34,14,United Kingdom,7.37,42842461,13.85,23.08,9.52,Apr,12,69
Disney+,12271,10752,3554,188,3.35,Romance,672,45.04,517,84.74,6.04,53,88,60,92,1.06,97,4.33,25-34,10,United States,8.56,32547836,10.93,15.59,8.22,Jan,13,51
Disney+,4195,8988,4648,54,18.63,Romance,1940,32.34,8250,66.06,6.85,84,74,90,75,2.32,87,3.2,55+,16,India,7.15,59642216,11.45,19.07,5.14,Jan,43,26
Netflix,11163,14325,4227,33,22.49,Comedy,479,45.8,5356,68.97,6.88,75,86,76,72,2.12,95,4.88,35-44,31,United Kingdom,7.28,43836497,6.08,18.75,19.47,Oct,9,27
Disney+,13821,14842,3245,104,19.98,Animation,1803,54.48,8641,83.62,8.48,50,80,99,92,4.27,84,3.72,18-24,21,Canada,8.25,9848400,11.75,15.1,12.35,Jun,54,47
Disney+,9923,11602,2684,32,11.04,Horror,1023,41.98,1196,69.5,8.19,59,83,82,65,1.7,74,4.29,45-54,16,Japan,8.38,46286646,6.08,12.9,7.14,May,53,28
Amazon Prime,15030,6896,2123,104,24.32,Documentary,680,8.03,11095,65.91,7.68,78,100,67,73,2.46,93,3.54,55+,12,South Korea,8.12,55214828,9.55,26.44,7.95,Jul,30,51
Netflix,1348,8389,3506,141,26.32,Action,1397,26.14,15586,79.65,8.71,52,75,75,85,2.71,72,3.75,25-34,14,United Kingdom,8.21,56164475,14.32,13.57,12.64,Jun,17,58
Disney+,14803,7293,2967,19,7.72,Comedy,1868,40.8,12720,64.11,9.06,84,91,77,83,3.91,75,3.25,18-24,20,Canada,7.48,71757150,12.39,13.21,17.04,Feb,40,55
Amazon Prime,15720,9729,3943,189,2.01,Comedy,474,28.38,7385,75.19,6.3,77,96,74,81,3.29,88,4.74,45-54,15,Canada,8.25,5792145,7.8,16.28,6.63,Aug,36,26
Amazon Prime,2422,7858,4404,174,4.77,Drama,986,6.55,9428,88.51,6.54,67,83,96,100,4.22,92,4.94,45-54,10,Germany,7.19,74176086,11.47,17.85,15.34,Feb,24,66
Amazon Prime,7277,14968,1513,162,12.42,Comedy,1518,32.12,6230,90.86,8.52,88,84,99,58,1.66,91,4.65,18-24,20,Germany,8.64,31800487,15.4,11.4,9.19,Sep,31,48
Amazon Prime,10119,14500,1785,132,6.48,Drama,950,41.35,6767,91.22,8.23,53,72,85,76,1.54,92,3.74,25-34,11,India,8.31,50885217,5.43,11.87,8.57,Feb,32,35
Disney+,1553,12150,640,59,6.61,Romance,281,49.58,6624,61.3,6.51,50,96,70,50,1.22,80,4.62,18-24,12,Brazil,8.48,11037983,6.94,29.96,17.46,Feb,33,75
Disney+,15186,14197,1680,187,6.47,Drama,756,59.23,3645,66.62,8.68,84,76,85,95,2.85,92,4.86,18-24,12,South Korea,8.46,19970701,9.24,23.02,19.57,Dec,32,42
Amazon Prime,7475,3478,1096,98,24.16,Documentary,1017,28.52,15411,67.55,7.14,69,89,64,57,2.03,87,3.49,45-54,7,Germany,8.02,72800236,7.07,23.96,6.14,May,19,66
Amazon Prime,9098,8762,4545,143,12.02,Action,1491,7.71,8801,81.3,7.49,57,87,87,58,4.15,92,4.28,35-44,11,United Kingdom,8.44,41225084,5.01,23.18,8.71,Oct,54,58
Disney+,14362,9959,328,3,27.19,Comedy,666,15.39,7367,82.88,8.71,78,87,77,72,3.04,91,4.05,45-54,34,Brazil,8.43,35867401,15.86,13.69,10.82,Jul,28,52
Disney+,15296,11457,4512,186,21.39,Drama,982,43.92,11479,68.14,9.33,85,84,92,67,4.49,97,4.82,18-24,16,United States,8.16,37746540,15.44,15.5,11.88,Aug,26,62
Amazon Prime,4387,2854,4069,9,11.3,Drama,768,56.01,3604,72.8,9.06,56,83,84,81,4.35,98,3.11,35-44,32,United Kingdom,7.14,73526385,9.45,26.13,7.76,Oct,7,28
Amazon Prime,13679,8171,2817,4,14.41,Comedy,1768,23.29,17689,83.69,6.28,89,73,78,98,1.87,79,4.79,55+,15,France,7.16,17370855,5.81,25.29,14.71,Oct,16,74
Netflix,15403,7639,739,47,12.19,Action,1641,58.76,15631,75.99,6.46,60,85,89,54,3.37,95,4.55,45-54,28,France,7.8,29401019,6.88,13.71,18.91,May,12,25
Amazon Prime,7730,11613,2535,136,28.19,Action,277,20.81,13983,73.54,9.25,67,94,61,52,2.02,89,4.66,25-34,34,Japan,7.3,65387377,6.26,21.49,5.52,Dec,34,49
Amazon Prime,2350,11627,4244,125,9.26,Documentary,1683,31.83,13988,78.1,9.16,89,80,61,71,3.42,88,3.75,18-24,19,United Kingdom,8.38,27695586,11.88,14.39,10.34,May,29,34
Netflix,15777,11327,4000,177,9.84,Horror,264,47.35,9885,86.03,9.39,51,82,88,63,3.12,80,4.22,55+,15,Germany,8.69,14075335,15.35,28.3,12.93,Aug,35,60
Amazon Prime,16161,9234,2637,117,31.91,Romance,149,41.65,1574,86.39,9.22,73,88,63,86,2.06,100,3.85,35-44,7,Australia,7.9,7080667,5.52,25.26,18.91,Nov,5,31
Netflix,16249,9363,4309,158,3.11,Horror,439,28.54,5977,79.28,7.6,85,88,96,96,3.69,78,3.4,55+,25,Japan,7.76,5191840,7.55,25.87,8.31,Oct,43,55
Netflix,7905,2360,804,105,22.55,Documentary,1109,48.48,15558,92.59,9.22,61,93,64,99,2.44,97,4.26,45-54,7,India,8.7,13602834,5.28,18.56,16.44,Nov,15,60
Disney+,15360,12850,4648,36,32.84,Action,742,5.23,14706,90.14,7.74,81,85,87,90,4.03,71,4.29,18-24,22,Germany,7.14,5872221,7.68,22.82,19.28,Jan,23,35
Amazon Prime,13311,6291,2142,134,11.26,Horror,1423,50.13,4389,71.23,6.96,89,72,74,51,4.19,97,4.23,45-54,26,Australia,8.35,64146593,6.42,28.04,6.47,May,29,36
Amazon Prime,4838,4829,563,35,30.84,Drama,1290,44.94,3595,78.76,9.12,71,79,60,93,2.17,84,3.45,45-54,33,Germany,7.34,47732024,6.23,17.58,5.63,Jun,5,50
Amazon Prime,6139,12792,4287,6,33.62,Animation,750,14.76,1356,72.23,6.62,56,83,73,65,2.22,93,3.87,25-34,30,South Korea,8.66,37881222,12.55,29.0,15.62,Feb,41,47
Netflix,2717,14500,4881,63,22.08,Action,871,30.46,2001,87.82,8.36,52,75,87,80,1.76,84,4.22,55+,13,Japan,7.77,12072380,5.08,13.35,12.76,May,29,72
Netflix,16543,8062,4840,171,12.57,Animation,1390,6.09,12401,89.29,6.79,90,84,80,89,4.04,100,4.13,18-24,21,Brazil,7.24,50680844,14.44,17.2,15.28,Jul,40,49
Netflix,2747,10268,3122,191,17.5,Documentary,1619,32.45,9831,93.85,8.71,50,80,94,52,2.5,88,4.95,18-24,31,Brazil,8.61,49162666,6.95,13.01,11.46,Feb,19,68
Netflix,15012,2399,2246,86,2.21,Animation,1136,44.22,7230,90.96,9.25,64,86,90,88,1.34,89,3.36,18-24,21,Germany,8.17,72147307,11.78,15.07,7.84,Oct,45,73
Disney+,10743,7850,2341,88,26.81,Action,647,53.76,2115,88.15,7.55,69,74,100,100,1.61,70,4.54,25-34,11,Canada,7.46,61934815,18.47,19.3,13.55,Aug,41,40
Netflix,5247,4205,2968,53,11.61,Drama,1384,18.24,14967,71.96,8.59,79,95,70,84,4.2,100,4.49,55+,33,Australia,8.37,12124429,9.94,12.03,11.75,Mar,6,45
Netflix,15898,5231,4970,221,9.05,Drama,802,27.22,9021,84.58,7.52,78,72,83,57,3.7,80,4.65,55+,10,United States,8.69,21217561,11.28,14.07,13.24,Aug,21,55
Netflix,2627,864,4677,26,10.69,Action,705,8.72,3678,66.15,9.18,78,70,79,57,2.49,83,3.75,45-54,17,India,8.31,35262977,12.83,18.88,11.55,Jul,33,53
Amazon Prime,3654,6647,251,209,11.51,Drama,1364,45.0,1277,70.06,8.5,84,96,96,66,3.61,80,4.74,45-54,12,United Kingdom,8.09,40553738,19.23,19.58,17.25,Jul,8,56
Netflix,15045,1657,4817,11,6.33,Drama,904,33.49,6196,91.14,6.43,74,88,67,55,2.07,79,4.71,35-44,18,Germany,8.4,16742050,15.13,11.42,7.75,Dec,37,61
Netflix,13080,9354,2952,41,21.15,Documentary,1636,57.15,17889,68.94,6.35,60,95,71,97,3.91,74,3.43,55+,28,Australia,8.64,46730441,15.0,22.06,5.57,Sep,52,33
Netflix,7949,13547,841,196,3.45,Horror,577,23.84,12080,86.22,8.97,70,99,74,95,3.35,86,4.07,45-54,7,Germany,8.87,62357517,14.19,16.41,16.54,Dec,45,46
Disney+,2635,8555,3916,164,20.42,Romance,773,17.38,16217,79.54,8.85,70,74,63,88,4.44,72,4.97,35-44,14,South Korea,7.91,24210666,19.71,22.44,6.38,Jul,20,40
Amazon Prime,1276,2688,1344,132,17.28,Documentary,1082,55.77,14985,75.44,9.03,57,77,98,74,3.97,71,4.01,18-24,5,France,7.87,43601743,18.7,10.53,14.79,May,47,70
Netflix,5965,2643,517,185,25.17,Animation,822,23.37,3578,70.09,7.14,61,71,91,60,2.37,72,3.57,55+,23,Canada,7.12,12671340,12.49,12.79,12.35,Aug,24,56
Amazon Prime,12162,8281,1383,125,0.55,Action,691,32.76,7709,90.61,7.61,61,95,70,72,3.75,84,4.81,25-34,30,United Kingdom,7.71,25565970,18.44,11.08,17.14,Dec,17,40
Amazon Prime,4042,1388,4971,224,4.31,Romance,1402,53.32,8368,68.68,6.32,72,90,85,69,4.39,99,4.95,45-54,16,India,7.79,43039815,15.88,15.11,6.91,Feb,29,32
Netflix,14945,13487,2439,75,32.33,Animation,268,54.56,9509,63.5,8.73,76,76,77,75,2.18,87,3.12,55+,7,Japan,8.12,28560788,5.93,20.3,8.96,Apr,17,70
Netflix,15884,1840,1170,207,32.13,Action,381,6.18,7571,94.18,8.45,83,77,74,53,4.23,77,3.95,35-44,33,United States,8.06,45198923,15.89,17.05,8.64,Apr,53,56
Netflix,7453,7954,2760,128,17.82,Comedy,672,29.59,3448,71.69,7.43,78,99,84,76,2.93,91,3.21,55+,29,Canada,7.97,11104273,9.48,13.99,18.55,Aug,54,30
Disney+,7311,10290,1684,179,20.64,Comedy,1092,49.42,6779,86.03,8.4,72,76,71,80,3.38,77,3.34,55+,26,Germany,7.67,45688131,15.21,23.37,16.49,Oct,30,74
Disney+,15838,1392,4560,57,3.46,Romance,1674,23.83,12595,61.75,9.35,51,92,81,85,1.89,91,4.71,18-24,32,Brazil,8.91,21473111,18.72,14.9,14.81,Jan,38,73
Amazon Prime,15990,6884,389,173,10.12,Romance,1387,51.77,17974,76.51,6.43,70,94,69,80,3.59,97,4.36,25-34,30,United Kingdom,7.09,59938898,17.77,21.36,13.2,Jan,24,54
Netflix,1959,14978,2317,185,7.44,Documentary,547,48.19,5401,69.63,7.92,72,79,81,85,1.9,95,4.65,18-24,25,France,7.37,12961209,13.81,22.22,15.48,Aug,38,68
